"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/SpaceshipInterior/Materials/M_Scifi_Door_01.M_Scifi_Door_01","0","0","21","1","0.000000","0","0"
"/Game/SpaceshipInterior/Materials/M_Scifi_Floor_03.M_Scifi_Floor_03","0","47","6","1","416.444336","0","341"
"/Game/SpaceshipInterior/Materials/M_Scifi_Wall_04.M_Scifi_Wall_04","0","21","3","1","82.676643","0","186"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/Materia?y/M_Crystal.M_Crystal","0","12","4","1","41.402176","0","32"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/SpaceshipInterior/Materials/M_Scifi_Glow.M_Scifi_Glow","0","0","21","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/AutomotiveMaterials/Masters/M_Opaque_Master.M_Opaque_Master","0","2300","192","23","5202.720703","0","29145"
"/Game/AutomotiveMaterials/Masters/M_Textile_Master.M_Textile_Master","0","600","50","6","1251.783569","0","7494"
"/Game/AutomotiveMaterials/Masters/M_BrakeRotor_Master.M_BrakeRotor_Master","0","500","38","5","1363.720703","0","6399"
"/Game/AutomotiveMaterials/Masters/M_Glass_Master.M_Glass_Master","0","154","9","5","2202.976807","0","807"
"/Game/AutomotiveMaterials/Masters/M_Decal_Master.M_Decal_Master","0","228","8","2","722.855957","0","2904"
"/Game/AutomotiveMaterials/Masters/M_CarPaint_Master.M_CarPaint_Master","0","105","11","5","667.775024","0","552"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/SpaceshipInterior/Materials/M_Scifi_Stripe_Decal_02.M_Scifi_Stripe_Decal_02","0","31","2","1","99.681213","0","104"
"/Game/SpaceshipInterior/Materials/M_Scifi_Stripe_Decal_01.M_Scifi_Stripe_Decal_01","0","31","3","1","88.696564","0","111"
"/Game/SpaceshipInterior/Materials/M_Scifi_Signs_Decal_04.M_Scifi_Signs_Decal_04","0","31","2","1","104.322792","0","103"
"/Game/SpaceshipInterior/Materials/M_Scifi_Signs_Decal_03.M_Scifi_Signs_Decal_03","0","31","3","1","92.810089","0","113"
"/Game/SpaceshipInterior/Materials/M_Scifi_Signs_Decal_02.M_Scifi_Signs_Decal_02","0","31","1","1","84.127243","0","121"
"/Game/SpaceshipInterior/Materials/M_Scifi_Signs_Decal_01.M_Scifi_Signs_Decal_01","0","31","8","1","102.540802","0","115"
"/Game/SpaceshipInterior/Materials/M_Scifi_Pillar_01_Color.M_Scifi_Pillar_01_Color","0","21","6","1","82.298958","0","86"
"/Game/SpaceshipInterior/Materials/M_Scifi_Glass.M_Scifi_Glass","0","42","1","1","411.849396","0","360"
"/Game/MS_PristineMe/Master_Materials/Standard_MasterMaterial.Standard_MasterMaterial","0","75","10","1","178.228043","0","523"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","0","0","21","1","0.000000","0","0"
"/Game/AutomotiveMaterials/Masters/M_Emissive_Master.M_Emissive_Master","0","4","4","1","7.695056","0","4"
"/Game/AutomotiveMaterials/Masters/M_Additive_Master.M_Additive_Master","0","16","6","1","53.313316","0","46"
"/Game/AutomotiveMaterials/Masters/M_Tint_Master.M_Tint_Master","0","16","5","1","50.636127","0","46"
"/Game/AutomotiveMaterials/LevelAssets/Skybox/M_HDRSky.M_HDRSky","0","2","2","1","11.762422","0","2"
"/Game/AutomotiveMaterials/LevelAssets/Calibration/M_MatteBall.M_MatteBall","0","12","3","1","34.658199","0","31"
"/Game/AutomotiveMaterials/LevelAssets/Calibration/M_MacBethChart.M_MacBethChart","0","12","4","1","33.405365","0","31"
"/Game/AutomotiveMaterials/LevelAssets/Calibration/M_ChromeBall.M_ChromeBall","0","12","6","1","48.240036","0","34"
"/Game/AutomotiveMaterials/Utils/AngleConvertUtility/M_AnisoAngleConversion.M_AnisoAngleConversion","0","4","1","1","5.428045","0","11"
"/Game/AutomotiveMaterials/LevelAssets/Materials/M_SkyFloor.M_SkyFloor","0","21","2","1","47.127583","0","84"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","49","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/SpaceshipInterior/Materials/M_Scifi_Decal_01.M_Scifi_Decal_01","0","31","1","1","92.755852","0","105"
"/Game/MS_PristineMe/Master_Materials/SurfaceBlend_MasterMaterial.SurfaceBlend_MasterMaterial","0","52","9","1","119.637688","0","343"
"/Game/MS_PristineMe/Master_Materials/Imperfection_MasterMaterial.Imperfection_MasterMaterial","0","12","3","1","48.450298","0","32"
"/Game/MS_PristineMe/Master_Materials/Foliage_MasterMaterial.Foliage_MasterMaterial","0","55","10","1","147.553894","0","370"
"/Game/MS_PristineMe/Master_Materials/Displacement_MasterMaterial.Displacement_MasterMaterial","0","52","10","1","146.709015","0","326"
"/Game/MS_PristineMe/Master_Materials/Decal_MasterMaterial.Decal_MasterMaterial","0","61","3","1","191.905624","0","339"
"/Game/MS_PristineMe/Master_Materials/ChannelPackingSample.ChannelPackingSample","0","52","8","1","156.402054","0","302"
"/Game/MS_PristineMe/Master_Materials/BrushDecal_MasterMaterial.BrushDecal_MasterMaterial","0","61","1","1","249.050842","0","427"
"/Game/MS_PristineMe/Master_Materials/Atlas_MasterMaterial.Atlas_MasterMaterial","0","0","55","1","0.000000","0","0"
"/Game/Blueprints/Gun_Metal.Gun_Metal","0","0","12","1","0.000000","0","0"
